Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
27970416,To Love Jason Thorn,Ella Maise,"Maise, Ella",,"=""""","=""""",2,3.80,,Kindle Edition,419,2015,2015,,2021/04/01,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.14,Penguin,Paperback,532,2003,1847,,2021/07/22,to-read,to-read (#49),to-read,,,,0,0
30527507,Weightless,Kandi Steiner,"Steiner, Kandi",,"=""""","=""""",0,4.07,Kandi Steiner,Kindle Edition,401,2016,2016,,2021/07/22,to-read,to-read (#48),to-read,,,,0,0
25814647,"Rush (City Lights Series, #3)",Emma   Scott,"Scott, Emma",,"=""""","=""""",5,4.33,Trillian,Kindle Edition,304,2015,2015,,2021/07/13,,,read,,,,1,0
51338439,The Wreckage of Us,Brittainy C. Cherry,"Cherry, Brittainy C.",,"=""""","=""""",4,4.08,Montlake,Kindle Edition,367,2020,2020,,2021/07/13,,,read,,,,1,0
32294951,"The Gravity of Us (Elements, #4)",Brittainy C. Cherry,"Cherry, Brittainy C.",,"=""""","=""""",5,4.34,,ebook,270,2017,2017,,2021/04/23,,,read,,,,1,0
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,"=""""","=""""",4,3.92,William Morrow Paperbacks,ebook,387,2016,2016,,2021/03/12,,,read,,,,1,0
55817097,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,"=""""","=""""",3,3.74,,Kindle Edition,360,2021,2021,,2021/05/10,,,read,,,,1,0
54196257,"Not My Match (The Game Changers, #2)",Ilsa Madden-Mills,"Madden-Mills, Ilsa",,"=""""","=""""",3,4.15,Montlake,Kindle Edition,301,2021,2021,,2021/06/25,,,read,,,,1,0
43020479,"Cavalier (Crimson Elite, #1)",T.L.  Smith,"Smith, T.L.",,"=""""","=""""",0,3.62,,Kindle Edition,199,2018,2018,,2021/07/04,to-read,to-read (#47),to-read,,,,0,0
49788272,"Face the Music (Love, Hate, Rock-n-Roll, #3)",J.B. Salsbury,"Salsbury, J.B.",,"=""""","=""""",0,4.29,,,,2020,2020,,2021/06/25,to-read,to-read (#46),to-read,,,,0,0
42739681,We Shouldn't,Vi Keeland,"Keeland, Vi",,"=""""","=""""",4,4.12,,Kindle Edition,405,2019,2019,,2021/02/16,,,read,,,,1,0
36615592,Ryan's Bed,Tijan,"Tijan, Tijan",,"=""""","=""""",4,4.23,,ebook,250,2018,2018,,2021/03/17,,,read,,,,1,0
29342834,"Bombshell (Hollywood A-List, #1)",C.D. Reiss,"Reiss, C.D.",,"=""""","=""""",2,3.84,,ebook,366,2017,2017,,2021/05/18,,,read,,,,1,0
25802884,"Hollywood Dirt (Hollywood Dirt, #1)",Alessandra Torre,"Torre, Alessandra",,"=""""","=""""",0,4.07,Amazon Digital Services,Kindle Edition,431,2015,2015,,2021/06/14,to-read,to-read (#45),to-read,,,,0,0
23287381,"'Til Death: Volume One ('Til Death, #1)",Bella Jewel,"Jewel, Bella",,"=""""","=""""",0,3.97,,ebook,137,2014,2014,,2021/06/10,to-read,to-read (#44),to-read,,,,0,0
23269991,"Anguish (Jokers' Wrath MC, #3)",Bella Jewel,"Jewel, Bella",,"=""""","=""""",5,4.34,,Kindle Edition,287,2014,2014,,2021/06/09,,,read,,,,1,0
51888488,Burnout,Coralee June,"June, Coralee",,"=""""","=""""",3,3.92,,Kindle Edition,266,2019,2019,,2021/03/31,,,read,,,,1,0
23492533,Swear on This Life,Renee Carlino,"Carlino, Renee",,"=""1501105795""","=""9781501105791""",0,4.15,Atria Books,Paperback,303,2016,2016,,2021/06/07,to-read,to-read (#43),to-read,,,,0,0
32822135,Archer's Voice,Mia Sheridan,"Sheridan, Mia",,"=""1538727374""","=""9781538727379""",5,4.27,Forever,ebook,345,2016,2014,,2021/04/16,,,read,,,,1,0
49091311,"A Secret for a Secret (All In, #3)",Helena Hunting,"Hunting, Helena",,"=""1542015464""","=""9781542015462""",0,4.14,Montlake,Kindle Edition,305,2020,2020,,2021/05/30,to-read,to-read (#42),to-read,,,,0,0
36558552,Drowning Erin (The Langstrom Brothers Book 2),Elizabeth O'Roark,"O'Roark, Elizabeth",,"=""""","=""""",0,4.01,,Kindle Edition,346,2017,2017,,2021/05/30,to-read,to-read (#41),to-read,,,,0,0
26148083,"Rhythm, Chord & Malykhin",Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",3,3.92,,Kindle Edition,328,2015,2015,,2021/05/24,,,read,,,,1,0
35783057,"The Mafia And His Angel: Part 1 (Tainted Hearts, #1)",Lylah James,"James, Lylah",,"=""1640341765""","=""9781640341760""",0,4.03,Limitless Publishing LLC,Kindle Edition,472,2017,2017,,2021/05/28,to-read,to-read (#40),to-read,,,,0,0
51975973,"Only When It's Us (Bergman Brothers, #1)",Chloe Liese,"Liese, Chloe",,"=""""","=""""",5,3.97,Chloe Liese,Kindle Edition,388,2020,2020,,2021/05/24,,,read,,,,1,0
42439949,Hotshot Doc,R.S. Grey,"Grey, R.S.",,"=""""","=""""",3,4.06,,ebook,372,2018,2018,,2021/05/19,,,read,,,,1,0
41957608,"A Nordic King (Nordic Royals, #3)",Karina Halle,"Halle, Karina",,"=""""","=""""",4,3.96,,Kindle Edition,378,2018,2018,,2021/05/18,,,read,,,,1,0
17314430,"Wait for You (Wait for You, #1)",J. Lynn,"Lynn, J.",Jennifer L. Armentrout,"=""""","=""""",0,4.14,J. Lynn,Nook,386,2013,2013,,2021/05/18,to-read,to-read (#39),to-read,,,,0,0
27237358,Making Faces,Amy Harmon,"Harmon, Amy",,"=""""","=""""",5,4.30,,ebook,405,2013,2013,,2021/04/14,,,read,,,,1,0
53421505,The Rivals,Vi Keeland,"Keeland, Vi",,"=""""","=""""",0,4.05,,ebook,353,2020,2020,,2021/05/14,to-read,to-read (#38),to-read,,,,0,0
44099084,"Irresistible (Cloverleigh Farms, #1)",Melanie Harlow,"Harlow, Melanie",,"=""""","=""""",2,3.99,,Kindle Edition,301,2019,2019,,2021/05/10,,,read,,,,1,0
36521819,Look the Part,Jewel E. Ann,"Ann, Jewel E.",,"=""0999048287""","=""9780999048283""",5,4.17,Jewel E. Ann,Paperback,380,2018,2018,,2021/04/13,,,read,,,,1,0
99561,Looking for Alaska,John Green,"Green, John",,"=""""","=""9781435249158""",0,3.97,Speak,Paperback,221,2006,2005,,2021/05/08,to-read,to-read (#37),to-read,,,,0,0
42201431,"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,"Lauren, Christina",,"=""""","=""""",4,3.93,Gallery Books,Paperback,432,2019,2019,,2021/05/06,,,read,,,,1,0
23834720,"Zack (Cold Fury Hockey, #3)",Sawyer Bennett,"Bennett, Sawyer",,"=""1101886773""","=""9781101886779""",4,4.16,Loveswept,ebook,325,2015,2015,,2021/05/03,,,read,,,,1,0
39336718,"Long Shot (Hoops, #1)",Kennedy Ryan,"Ryan, Kennedy",,"=""""","=""""",0,4.19,,Kindle Edition,462,2018,2018,,2021/05/03,to-read,to-read (#36),to-read,,,,0,0
35140996,"Dangerous Hearts (A Stolen Melody Duet, #1)",K.K. Allen,"Allen, K.K.",,"=""""","=""""",0,4.14,,Kindle Edition,242,2017,2017,,2021/05/02,to-read,to-read (#35),to-read,,,,0,0
30839185,"Vicious (Sinners of Saint, #1)",L.J. Shen,"Shen, L.J.",,"=""""","=""""",4,3.98,L.J. Shen,Kindle Edition,339,2016,2016,,2021/03/17,,,read,,,,1,0
36383389,"Wrecking Ball (Hard to Love, #1)",P. Dangelico,"Dangelico, P.",,"=""""","=""""",5,4.07,,Kindle Edition,309,2017,2017,,2021/04/14,,,read,,,,1,0
27083865,RoomHate,Penelope Ward,"Ward, Penelope",,"=""1523662441""","=""9781523662449""",0,3.87,CreateSpace Independent Publishing Platform,Paperback,320,2016,2016,,2021/04/22,to-read,to-read (#34),to-read,,,,0,0
20803953,"Bully (Fall Away, #1)",Penelope Douglas,"Douglas, Penelope",,"=""""","=""""",4,3.90,Intermix (Penguin Group (USA) LLC),ebook,333,2014,2013,,2021/03/12,,,read,,,,1,0
28435457,Dark Notes,Pam Godwin,"Godwin, Pam",,"=""1530784166""","=""9781530784165""",2,4.03,CreateSpace,Paperback,493,2016,2016,,2021/04/18,,,read,,,,1,0
51525075,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",Cora Reilly,"Reilly, Cora",,"=""""","=""""",3,3.82,,Kindle Edition,273,2014,2014,,2021/04/13,,,read,,,,1,0
51239372,Him,L.L. Ash,"Ash, L.L.",,"=""""","=""""",0,3.67,L. L. Ash Media,Kindle Edition,329,2020,,,2021/04/18,to-read,to-read (#33),to-read,,,,0,0
54370827,Hands Down,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",3,3.93,,Kindle Edition,550,2020,2020,,2021/03/10,,,read,,,,1,0
36107506,Beautiful Mistake,Vi Keeland,"Keeland, Vi",,"=""1682309827""","=""9781682309827""",0,4.11,Everafter Romance,Paperback,350,2017,2017,,2021/04/16,to-read,to-read (#32),to-read,,,,0,0
52194105,"My Darling Arrow (St. Mary’s Rebels, #1)",Saffron A. Kent,"Kent, Saffron A.",,"=""""","=""""",0,3.85,,Paperback,504,2020,2020,,2021/04/16,to-read,to-read (#31),to-read,,,,0,0
36535222,"Undeniable (Undeniable, #1)",Madeline Sheehan,"Sheehan, Madeline",,"=""""","=""""",0,4.02,Madeline Sheehan,Kindle Edition,275,2017,2012,,2021/04/16,to-read,to-read (#30),to-read,,,,0,0
50530098,"All the Lies (Lies & Truths Duet, #1)",Rina Kent,"Kent, Rina",,"=""""","=""""",0,3.94,,Kindle Edition,292,2020,2020,,2021/04/16,to-read,to-read (#29),to-read,,,,0,0
28262024,"The Goal (Off-Campus, #4)",Elle Kennedy,"Kennedy, Elle",,"=""1533344345""","=""9781533344342""",0,3.94,CreateSpace Independent Publishing Platform,Paperback,350,2016,2016,,2021/04/16,to-read,to-read (#28),to-read,,,,0,0
44222846,"Bennett Mafia (Bennett Mafia, #1)",Tijan,"Tijan, Tijan",,"=""""","=""""",4,4.19,,Kindle Edition,395,2019,2019,,2021/03/25,,,read,,,,1,0
35687395,"Sledgehammer (Hard to Love, #2)",P. Dangelico,"Dangelico, P.",,"=""""","=""""",0,4.07,P. Dangelico,Kindle Edition,352,2017,2017,,2021/04/13,to-read,to-read (#27),to-read,,,,0,0
42883009,Luna and the Lie,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",5,4.09,,ebook,580,2018,2018,,2021/04/10,,,read,,,,1,0
57605091,All Rhodes Lead Here,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",4,4.32,,Kindle Edition,572,2021,2021,,2021/04/07,,,read,,,,1,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",0,3.69,Delacorte Press,Kindle Edition,242,2014,2014,,2021/04/07,to-read,to-read (#26),to-read,,,,0,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",0,3.68,Del Rey,Hardcover,320,2020,2020,,2021/04/07,to-read,to-read (#25),to-read,,,,0,0
30253700,Anti-Stepbrother,Tijan,"Tijan, Tijan",,"=""""","=""""",4,4.14,,ebook,267,2016,2016,,2021/04/07,,,read,,,,1,0
37683751,From Lukov with Love,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",4,4.26,Mariana Zapata,Paperback,493,2018,2018,,2021/03/31,,,read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.40,G.P. Putnam’s Sons,ebook,384,2018,2018,,2021/04/03,to-read,to-read (#24),to-read,,,,0,0
21843117,Scoring Wilder,R.S. Grey,"Grey, R.S.",,"=""""","=""9780990490401""",3,4.00,R.S. Grey,ebook,402,2014,2014,,2021/03/31,,,read,,,,1,0
29103642,Waking Olivia,Elizabeth O'Roark,"O'Roark, Elizabeth",,"=""098981355X""","=""9780989813556""",5,4.17,Elizabeth O'Roark,Paperback,378,2016,2016,,2021/03/31,,,read,,,,1,0
11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,"McGuire, Jamie",,"=""""","=""""",0,4.02,Jamie McGuire,Kindle Edition,432,2011,2011,,2021/03/31,to-read,to-read (#23),to-read,,,,0,0
41021967,Punk 57,Penelope Douglas,"Douglas, Penelope",,"=""1952646049""","=""9781952646041""",0,3.79,Penelope Douglas LLC ,Kindle Edition,343,2016,2016,,2021/03/31,to-read,to-read (#22),to-read,,,,0,0
52322156,"The Villain (Boston Belles, #2)",L.J. Shen,"Shen, L.J.",,"=""""","=""9798577173548""",0,4.24,L.J. Shen,Paperback,420,2020,2020,,2021/03/30,to-read,to-read (#21),to-read,,,,0,0
56250307,"The Darkest Temptation (Made, #3)",Danielle Lori,"Lori, Danielle",,"=""""","=""""",4,4.06,,Kindle Edition,410,2020,2020,,2021/03/22,,,read,,,,1,0
48745819,Sweet Dandelion,Micalea Smeltzer,"Smeltzer, Micalea",,"=""""","=""""",3,4.04,,Kindle Edition,610,2020,2020,,2021/03/25,,,read,,,,1,0
56074484,The Not-Outcast,Tijan,"Tijan, Tijan",,"=""""","=""""",0,4.10,,Kindle Edition,427,2020,2020,,2021/03/25,to-read,to-read (#20),to-read,,,,0,0
34853951,Hate to Love You,Tijan,"Tijan, Tijan",,"=""""","=""""",0,3.95,,Kindle Edition,400,2017,2017,,2021/03/25,to-read,to-read (#19),to-read,,,,0,0
49561047,Doughn't Let Me Go (Slice #3),Teagan Hunter,"Hunter, Teagan",,"=""""","=""""",4,4.11,Teagan Hunter,Kindle Edition,278,2020,2020,,2021/03/17,,,read,,,,1,0
39555142,Birthday Girl,Penelope Douglas,"Douglas, Penelope",,"=""""","=""""",5,3.96,Penelope Douglas LLC,ebook,349,2018,2018,,2021/03/17,,,read,,,,1,0
40613322,"The Maddest Obsession (Made, #2)",Danielle Lori,"Lori, Danielle",,"=""""","=""""",0,4.27,,ebook,333,2019,2019,,2021/03/22,to-read,to-read (#18),to-read,,,,0,0
17200687,"Rule (Marked Men, #1)",Jay Crownover,"Crownover, Jay",,"=""""","=""""",0,4.12,Jay Crownover Books,Kindle Edition,369,2012,2012,,2021/03/22,to-read,to-read (#17),to-read,,,,0,0
51913145,Breathless (Texas Nights #3),Lex Martin,"Martin, Lex",,"=""""","=""""",3,4.08,,Paperback,336,,2020,,2021/03/18,,,read,,,,1,0
36130400,"Reckless (Texas Nights, #2)",Lex Martin,"Martin, Lex",,"=""""","=""9780692597804""",4,4.15,,Kindle Edition,408,2018,2018,,2021/03/17,,,read,,,,1,0
52197788,Park Avenue Player,Penelope Ward,"Ward, Penelope",Vi Keeland,"=""1686148453""","=""9781686148453""",0,4.18,Independently published,Paperback,300,2019,2019,,2021/03/17,to-read,to-read (#16),to-read,,,,0,0
17344385,"Broken and Screwed (BS, #1)",Tijan,"Tijan, Tijan",,"=""""","=""""",0,4.12,,Kindle Edition,257,2013,2013,,2021/03/17,to-read,to-read (#15),to-read,,,,0,0
49047293,Enemies,Tijan,"Tijan, Tijan",,"=""""","=""""",5,4.01,,Kindle Edition,379,2019,2019,,2021/03/12,,,read,,,,1,0
9888775,Catching Jordan,Miranda Kenneally,"Kenneally, Miranda",,"=""1402262272""","=""9781402262272""",4,3.84,Sourcebooks Fire,Paperback,288,2011,2011,,2021/03/16,,,read,,,,1,0
40807398,"The Promise (Neighbor from Hell, #10)",R.L. Mathewson,"Mathewson, R.L.",,"=""""","=""""",2,4.15,"Rerum Carta Industries, Inc.",Kindle Edition,264,2019,2019,,2021/03/15,,,read,,,,1,0
32960545,"Sin With Me (Bad Habit, #3)",J.T. Geissinger,"Geissinger, J.T.",,"=""147782667X""","=""9781477826676""",0,4.27,Montlake Romance,Kindle Edition,384,2017,2017,,2021/03/14,to-read,to-read (#14),to-read,,,,0,0
26133112,"Make Me Sin (Bad Habit, #2)",J.T. Geissinger,"Geissinger, J.T.",,"=""150396518X""","=""9781503965188""",0,4.30,Montlake Romance,Kindle Edition,400,2016,2016,,2021/03/14,to-read,to-read (#13),to-read,,,,0,0
22494969,"Nero (Made Men, #1)",Sarah Brianne,"Brianne, Sarah",,"=""""","=""1230000248505""",0,4.01,Young Ink Press,ebook,292,2014,2014,,2021/03/14,to-read,to-read (#12),to-read,,,,0,0
16102004,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,"Lauren, Christina",,"=""1476730105""","=""9781476730103""",0,3.93,Gallery Books,ebook,271,2013,2013,,2021/03/14,to-read,to-read (#11),to-read,,,,0,0
24044596,Kulti,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",5,4.28,,Nook,570,2015,2015,,2021/03/12,,,read,,,,1,0
30256248,By Your Side,Kasie West,"West, Kasie",,"=""0062455869""","=""9780062455864""",4,3.86,HarperTeen,Paperback,346,2017,2017,,2021/03/12,,,read,,,,1,0
29367958,The Wall of Winnipeg and Me,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",5,4.24,,Kindle Edition,428,2016,2016,,2021/03/07,,,read,,,,1,0
53327327,Black Skies Riviera,Catherine Wiltcher,"Wiltcher, Catherine",,"=""""","=""9781838044855""",4,4.03,,ebook,366,2020,2020,,2021/03/03,,,read,,,,1,0
56037021,"A Vow Of Hate (A Vow of Hate, #1)",Lylah James,"James, Lylah",,"=""""","=""""",4,3.74,Amazon Digital Services,Kindle Edition,434,2021,2021,,2021/03/02,,,read,,,,1,0
21981841,"Corrupt (Devil's Night, #1)",Penelope Douglas,"Douglas, Penelope",,"=""""","=""""",3,3.81,CreateSpace Independent Publishing Platform,Paperback,460,2015,2015,,2021/03/02,,,read,,,,1,0
50724052,The Devil Wears Black,L.J. Shen,"Shen, L.J.",,"=""""","=""""",0,4.14,Montlake,Kindle Edition,369,2021,2021,,2021/02/23,to-read,to-read (#10),to-read,,,,0,0
56692458,The Invitation,Vi Keeland,"Keeland, Vi",Jessica  Royer-Ocken,"=""""","=""""",4,4.21,,Kindle Edition,396,2021,2021,,2021/02/21,,,read,,,,1,0
43801676,Gavriil (Stepanov Mafia),Zoey Parker,"Parker, Zoey",,"=""""","=""""",3,3.67,,Kindle Edition,189,2019,,,2021/02/16,,,read,,,,1,0
49636211,"Taken as Collateral (Mafia Masters, #2)",Piper Stone,"Stone, Piper",,"=""""","=""""",0,4.16,Stormy Night Publications,Kindle Edition,278,2019,2019,,2021/02/20,to-read,to-read (#9),to-read,,,,0,0
48854978,Playing with Fire,L.J. Shen,"Shen, L.J.",,"=""""","=""9798680019214""",0,4.18,Independently published,Paperback,436,2020,2020,,2021/02/20,to-read,to-read (#8),to-read,,,,0,0
52673459,"Twisted Bonds (The Camorra Chronicles, #4)",Cora Reilly,"Reilly, Cora",,"=""""","=""""",4,4.27,,Kindle Edition,349,2019,2019,,2021/02/18,,,read,,,,1,0
43721791,"Twisted Pride (The Camorra Chronicles, #3)",Cora Reilly,"Reilly, Cora",,"=""""","=""""",0,4.18,,Kindle Edition,419,2019,2019,,2021/02/17,to-read,to-read (#7),to-read,,,,0,0
43227562,"Twisted Emotions (The Camorra Chronicles, #2)",Cora Reilly,"Reilly, Cora",,"=""""","=""""",5,4.21,,Kindle Edition,343,2019,2019,,2021/02/16,,,read,,,,1,0
48662527,"Beautifully Cruel (Beautifully Cruel, #1)",J.T. Geissinger,"Geissinger, J.T.",,"=""""","=""""",0,4.16,"J.T. Geissinger, Inc.",Kindle Edition,336,2020,2020,,2021/02/16,to-read,to-read (#6),to-read,,,,0,0
38601481,"Straight Up Love (The Boys of Jackson Harbor, #2)",Lexi Ryan,"Ryan, Lexi",,"=""""","=""""",4,4.10,"Ever After, LLC",Kindle Edition,282,2018,2018,,2021/02/16,,,read,,,,1,0
36978559,"The Wrong Kind of Love (The Boys of Jackson Harbor, #1)",Lexi Ryan,"Ryan, Lexi",,"=""""","=""""",5,4.23,,ebook,,2018,2018,,2021/02/16,,,read,,,,1,0
44804883,"If It's Only Love (The Boys of Jackson Harbor, #6)",Lexi Ryan,"Ryan, Lexi",,"=""""","=""""",4,4.28,"Ever After, LLC",Kindle Edition,293,2019,2019,,2021/02/16,,,read,,,,1,0
43784216,"The Gift (Bratva Vows, #1)",S.R. Jones,"Jones, S.R.",,"=""""","=""""",0,4.27,,Kindle Edition,162,2019,2019,,2021/02/15,to-read,to-read (#4),to-read,,,,0,0
39083635,"The Sweetest Oblivion (Made, #1)",Danielle Lori,"Lori, Danielle",,"=""1721284443""","=""9781721284443""",5,4.05,CreateSpace,Paperback,384,2018,2018,,2021/02/12,,,read,,,,1,0
51072371,Fragile Longing,Cora Reilly,"Reilly, Cora",,"=""""","=""9798691613852""",3,3.52,Independently published,Paperback,296,2020,2020,,2021/02/12,,,read,,,,1,0
52003821,"Bound by Hatred (Born in Blood Mafia Chronicles, #3)",Cora Reilly,"Reilly, Cora",,"=""""","=""""",0,3.88,Cora Reilly,Kindle Edition,281,2015,2015,,2021/02/12,to-read,to-read (#3),to-read,,,,0,0
54272746,"The Woman at the Docks (Grassi Family, #1)",Jessica Gadziala,"Gadziala, Jessica",,"=""""","=""""",0,4.26,,Kindle Edition,250,2020,,,2021/02/11,to-read,to-read (#2),to-read,,,,0,0
44161536,Bound,Zoey Parker,"Parker, Zoey",,"=""""","=""""",0,3.80,,Kindle Edition,216,2019,,,2021/02/11,to-read,to-read (#1),to-read,,,,0,0
51737,The Truth About Forever,Sarah Dessen,"Dessen, Sarah",,"=""0142406252""","=""9780142406250""",5,4.12,Penguin Group Inc.,Paperback,374,2004,2004,,2021/02/11,,,read,,,,1,0
5821978,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,"Han, Jenny",,"=""1416968237""","=""9781416968238""",3,3.78,Simon & Schuster Books for Young Readers,Hardcover,276,2009,2009,,2021/02/11,,,read,,,,1,0
12294652,My Life Next Door,Huntley Fitzpatrick,"Fitzpatrick, Huntley",,"=""0803736991""","=""9780803736993""",4,3.98,Dial Books For Young Readers,Hardcover,394,2012,2012,,2021/02/11,,,read,,,,1,0
4268157,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,"Elkeles, Simone",,"=""0802798233""","=""9780802798237""",4,4.04,Walker Childrens,Hardcover,368,2008,2008,,2021/02/11,,,read,,,,1,0
55690970,"Sinful Fling (Sinfully Rich, #1)",Vivian Wood,"Wood, Vivian",,"=""""","=""""",3,3.91,,Kindle Edition,340,2020,2019,,2021/02/11,,,read,,,,1,0
41032121,"The Risk (Briar U, #2)",Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",4,4.26,Elle Kennedy Inc.,Kindle Edition,402,2019,2019,,2021/02/11,,,read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4,4.22,Atria Books,Kindle Edition,386,2016,2016,,2021/02/11,,,read,,,,1,0
39709060,"Pretty Reckless (All Saints High, #1)",L.J. Shen,"Shen, L.J.",,"=""1095447416""","=""9781095447413""",4,4.08,L.J. Shen,Paperback,360,2019,2019,,2021/02/11,,,read,,,,1,0
41450662,The Kiss Thief,L.J. Shen,"Shen, L.J.",Charline McGregor,"=""1793307504""","=""9781793307507""",5,3.89,Independently published,Paperback,320,2019,2019,,2021/02/11,,,read,,,,1,0
27263454,"Sparrow (Boston Belles, #0.5)",L.J. Shen,"Shen, L.J.",,"=""""","=""""",5,4.06,,Kindle Edition,312,2016,2016,,2021/02/11,,,read,,,,1,0
52226559,Sweet Temptation,Cora Reilly,"Reilly, Cora",,"=""""","=""""",5,4.02,,Kindle Edition,292,2020,2020,,2021/02/11,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""""","=""""",4,4.12,Puffin Books (US/CAN),Mass Market Paperback,192,1997,1967,,2021/02/11,,,read,,,,1,0
18692431,"Everything, Everything",Nicola Yoon,"Yoon, Nicola",David  Yoon,"=""0553496646""","=""9780553496642""",4,3.99,Delacorte Books for Young Readers,Hardcover,312,2015,2015,,2021/02/11,,,read,,,,1,0
11387515,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",,"=""""","=""""",3,4.38,Alfred A. Knopf,Hardcover,315,2012,2012,,2021/02/11,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.12,Ember,Paperback,208,2006,1993,,2021/02/11,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler, Barbara Mooyaart-Doubleday, Γιάννης Θωμόπουλος, Susan Massotty, Eleanor Roosevelt","=""""","=""""",4,4.19,Bantam,Mass Market Paperback,283,1993,1947,,2021/02/11,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.42,Riverhead Books,Hardcover,372,2007,2007,,2021/02/11,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.30,Disney Hyperion Books,Paperback,377,2006,2005,,2021/02/11,,,read,,,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",4,3.90,HarperOne,Paperback,182,2014,1988,,2021/02/11,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",3,4.14,Dutton Books,Hardcover,313,2012,2012,,2021/02/11,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",5,4.34,Riverhead Books,Paperback,371,2004,2003,,2021/02/11,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2021/02/11,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",3,3.93,Scribner,Paperback,180,1925,1925,,2021/02/11,,,read,,,,1,0
